キャリア,機種名,メーカー,ニックネーム,発売日,シリーズ,マークアップ言語,ブラウザバージョン,通信速度,画像階調,GIF,JPEG,PNG,BMP2,BMP4,MNG,通信方式,SSL対応,カメラの画素数,第二カメラの画素数,アプリケーション対応,アプリケーション種類,アプリケーションバージョン,アプリケーション最大容量,外部メモリースロットとメディアの種類,和音数,着うた対応,着うたフル対応,着ムービー対応,QR対応,Felica対応,Bluetooth対応,FLASH対応,ルートCA証明書VeriSign,ルートCA証明書Entrust,ルートCA証明書Cyber Trust,ルートCA証明書Geotrust,ルートCA証明書RSA Security,QVGA画面,フルブラウザ対応,赤外線対応,添付ファイルビューアー対応,GPS対応,MOVIE形式,フルブラウザバージョン,フルブラウザUSER-AGENT,添付受信サイズ,Flashバージョン,キャッシュ容量,ワンセグ対応,テレビ電話対応,office文書WebDL,officeファイル表示可能サイズ,Cookie,機体番号送信,モバイルSuica,メールURL長,BookMarkURL長,ブラウザURL長,プッシュ型情報配信,メール件名文字数,アニメーションGIF,透過GIF,添付送信サイズ,HTMLメール,きせかえツール,タッチパネル,横画面用待受設定,横画面ブラウザ対応,最終更新日
DoCoMo,N706iII,NEC,,2008/8/30,FOMA706i,iモード対応HTML7.1/iモード対応XHTML2.2,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,200万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (N706i2;FOMA;c500;TB),2M,Flash Lite 3.0,102400,Y,Y,N,-,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/9/1
DoCoMo,N821i,NEC,,2000/7/10,821i,iモード対応HTML2.0,1,9.6Kbps,白黒4階調,Y,N,N,N,N,N,PDC,-,,,N,,,,,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,0,0,8192,N,N,N,-,N,N,N,256,256,256,N,15,N,N,0,N,N,N,N,N,2007/5/8
DoCoMo,N900i,NEC,,2004/2/22,FOMA900i,iモード対応HTML5.0/iモード対応XHTML1.1,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA,E,100万画素,11万画素,Y,Java,DoJa3.5,100K,miniSD,50,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,3gp,,,100K,Flash Lite 1.0,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,100K,Y,N,N,N,N,2007/5/8
DoCoMo,N900iG,NEC,,2004/12/25,FOMA900i,iモード対応HTML5.0/iモード対応XHTML1.1,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA/GSM,E,124万画素,10万画素,Y,Java,DoJa3.5,100K,miniSD,50,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,3gp,,,100K,Flash Lite 1.0,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,100K,Y,N,N,N,N,2007/5/8
DoCoMo,N900iL,NEC,,2004/11/16,FOMA900i,iモード対応HTML5.0/iモード対応XHTML1.1,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA,E,100万画素,11万画素,Y,Java,DoJa3.5,100K,miniSD,50,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,3gp,,,100K,Flash Lite 1.0,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,100K,Y,N,N,N,N,2008/6/10
DoCoMo,N900iS,NEC,,2004/6/25,FOMA900i,iモード対応HTML5.0/iモード対応XHTML1.1,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA,E,100万画素,11万画素,Y,Java,DoJa3.5,100K,miniSD,50,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,3gp,,,100K,Flash Lite 1.0,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,100K,Y,N,N,N,N,2007/5/8
DoCoMo,N901iC,NEC,,2005/1/28,FOMA901i,iモード対応HTML5.0/iモード対応XHTML1.1,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA,E,100万画素,11万画素,Y,Java,DoJa4.0,100K,miniSD,50,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,3gp,,,500K,Flash Lite 1.1,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,500K,Y,N,N,N,N,2006/3/1
DoCoMo,N901iS,NEC,,2005/6/24,FOMA901i,iモード対応HTML5.0/iモード対応XHTML1.1,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA,E,100万画素,11万画素,Y,Java,DoJa4.0,100K,miniSD,50,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (N901iS;FOMA;c300;TB;W24H12),500K,Flash Lite 1.1,102400,N,Y,N,-,N,Y,Y,256,256,256,N,15,Y,Y,500K,Y,N,N,N,N,2007/2/28
DoCoMo,N902i,NEC,,2005/11/18,FOMA902i,iモード対応HTML6.0/iモード対応XHTML2.0,2,384Kbps,カラー262144色,Y,Y,N,N,N,N,WCDMA,E,200万画素,33万画素,Y,Java,DoJa4.1,100K,miniSD,67,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (N902i;FOMA;c300;TB;W24H12),500K,Flash Lite 1.1,102400,N,Y,N,-,N,Y,Y,256,256,256,Y,15,Y,Y,500K,Y,N,N,N,N,2006/3/1
DoCoMo,N902iL,NEC,,2007/2/13,FOMA902i,iモード対応HTML6.0/iモード対応XHTML2.0,2,384Kbps,カラー262144色,Y,Y,N,N,N,N,WCDMA,E,125万画素,11万画素,Y,Java,DoJa4.1LE,100K,miniSD,67,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (N902iL;FOMA;c300;TB;W24H12),500K,Flash Lite 1.1,102400,N,Y,N,-,N,Y,Y,256,256,256,Y,15,Y,Y,500K,Y,N,N,N,N,2007/2/28
DoCoMo,N902iS,NEC,,2006/6/9,FOMA902i,iモード対応HTML6.0/iモード対応XHTML2.0,2,384Kbps,カラー262144色,Y,Y,N,N,N,N,WCDMA,E,200万画素,33万画素,Y,Java,DoJa4.1,100K,miniSD,67,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (N902iS;FOMA;c300;TB;W24H12),500K,Flash Lite 1.1,102400,N,Y,N,-,N,Y,Y,256,256,256,Y,15,Y,Y,500K,Y,N,N,N,N,2006/10/26
DoCoMo,N902iX,NEC,N902iX HIGH-SPEED,2006/8/31,FOMA902i,iモード対応HTML6.0/iモード対応XHTML2.0,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,200万画素,33万画素,Y,Java,DoJa4.1,100K,miniSD,67,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (N902iX;FOMA;c300;TB;W24H12),500K,Flash Lite 1.1,102400,N,Y,N,-,N,Y,Y,256,256,256,Y,15,Y,Y,500K,Y,N,N,N,N,2008/6/10
DoCoMo,N903i,NEC,,2006/11/14,FOMA903i,iモード対応HTML7.0/iモード対応XHTML2.1,2,384Kbps,カラー262144色,Y,Y,N,N,N,N,WCDMA,E,320万画素,33万画素,Y,Java,DoJa5.0,1024K,microSD,67,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/4.08 (N903i;FOMA;c500;TB),2M,Flash Lite 1.1,102400,N,Y,N,2M,N,Y,Y,256,256,256,Y,15,Y,Y,2M,Y,Y,N,N,N,2006/11/14
DoCoMo,N904i,NEC,,2007/5/25,FOMA904i,iモード対応HTML7.0/iモード対応XHTML2.1,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,320万画素,33万画素,Y,Java,DoJa5.0,1024K,microSD,67,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront/PicselB,Mozilla/4.08 (N904i;FOMA;c500;TB),2M,Flash Lite 1.1,102400,N,Y,N,2M,N,Y,Y,256,256,256,Y,15,Y,Y,2M,Y,Y,N,N,N,2007/5/25
DoCoMo,N905i,NEC,,2007/11/28,FOMA905i,iモード対応HTML7.1/iモード対応XHTML2.2,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,520万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/4.08 (N905i;FOMA;c500;TB),2M,Flash Lite 3.0,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/11/27
DoCoMo,N905iBiz,NEC,,2007/12/18,FOMA905i,iモード対応HTML7.1/iモード対応XHTML2.2,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,,,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/4.08 (N905iBiz;FOMA;c500;TB),2M,Flash Lite 3.0,102400,N,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/11/27
DoCoMo,N905iμ,NEC,,2007/11/30,FOMA905i,iモード対応HTML7.1/iモード対応XHTML2.2,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,200万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/4.08 (N905imyu;FOMA;c500;TB),2M,Flash Lite 3.0,102400,N,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/11/27
DoCoMo,N906i,NEC,,2008/6/18,FOMA906i,iモード対応HTML7.2/iモード対応XHTML2.3,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,520万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (N906i;FOMA;like Gecko),2M,Flash Lite 3.0,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/6/19
DoCoMo,N906iL,NEC,onefone,2008/6/19,FOMA906i,iモード対応HTML7.1/iモード対応XHTML2.2,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,200万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (N906iL;FOMA;like Gecko),2M,Flash Lite 3.0,102400,N,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/6/19
DoCoMo,N906iμ,NEC,,2008/6/4,FOMA906i,iモード対応HTML7.2/iモード対応XHTML2.3,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,320万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (N906imyu;FOMA;like Gecko),2M,Flash Lite 3.0,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/6/10
DoCoMo,NM502i,NOKIA,,2000/4/6,502i,iモード対応HTML2.0,1,9.6Kbps,白黒2階調,Y,N,N,N,N,N,PDC,-,,,N,,,,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,,,,0,0,5120,N,N,N,-,N,N,N,256,96,256,N,15,N,N,0,N,N,N,N,N,2006/3/1
DoCoMo,NM705i,NOKIA,,2008/3/19,FOMA705i,iモード対応HTML4.0/iモード対応XHTML1.0,2,384Kbps,カラー16777216色,Y,Y,N,N,N,N,WCDMA/GSM,E,190万画素,8万画素,Y,Java,DoJa2.5OE,20K,microSD HC,64,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,,,,100K,0,102400,N,Y,N,-,N,Y,N,256,256,256,N,30,Y,Y,100K,N,N,N,N,N,2008/11/27
DoCoMo,NM706i,NOKIA,,2008/8/8,FOMA706i,iモード対応HTML4.0/iモード対応XHTML1.0,2,384Kbps,カラー16777216色,Y,Y,N,N,N,N,WCDMA/GSM,E,200万画素,8万画素,Y,Java,DoJa2.5OE,230K,microSD HC,64,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,3gp,,,100K,0,102400,N,Y,N,-,N,Y,N,256,256,256,N,30,Y,Y,100K,N,N,N,N,N,2008/8/8
DoCoMo,NM850iG,NOKIA,,2006/3/17,FOMA850i,iモード対応HTML4.0/iモード対応XHTML1.0,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA/GSM,E,123万画素,,Y,Java,DoJa1.5OE,30K,Reduced　Size　MMC,48,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,,,,10K,0,102400,N,Y,N,-,N,Y,N,256,256,256,N,30,Y,Y,10K,N,N,N,N,N,2008/11/27
DoCoMo,P-01A,Panasonic,,2008/11/19,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,7.2Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,510万画素,33万画素,Y,Java,Star-1.0,2048K,microSD HC,128,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (P01A;FOMA;like Gecko),2M,Flash Lite 3.1,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,Y,N,2008/11/19
DoCoMo,P-02A,Panasonic,,2009/1/26,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,7.2Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,510万画素,33万画素,Y,Java,Star-1.0,2048K,microSD HC,128,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (P02A;FOMA;like Gecko),2M,Flash Lite 3.1,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2009/1/26
DoCoMo,P-03A,Panasonic,,2008/12/25,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,7.2Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,320万画素,33万画素,Y,Java,DoJa5.1,1024K,microSD HC,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,3gp,NetFront,Mozilla/5.0 (P03A;FOMA;like Gecko),2M,Flash Lite 3.1,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2008/12/25
DoCoMo,P-04A,Panasonic,,2009/2/10,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,7.2Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,320万画素,,Y,Java,DoJa5.1,1024K,microSD HC,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,3gp,NetFront,Mozilla/5.0 (P04A;FOMA;like Gecko),2M,Flash Lite 3.1,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2009/2/10
DoCoMo,P-05A,Panasonic,,2009/2/27,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,7.2Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,,,Y,Java,DoJa5.1,1024K,microSD HC,128,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,3gp,NetFront,Mozilla/5.0 (P05A;FOMA;like Gecko),2M,Flash Lite 3.1,102400,N,N,Y,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2009/2/27
DoCoMo,P-06A,Panasonic,,2009/3/29,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,3.6Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,200万画素,,Y,Java,DoJa5.1LE,1024K,microSD HC,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,3gp,NetFront,Mozilla/4.08 (P06A;FOMA;c500;TB),2M,Flash Lite 3.0,102400,Y,Y,N,-,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2009/3/30
DoCoMo,P-07A,Panasonic,,2009/5/22,FOMA A,iモード対応HTML/iモード対応XHTML(iモードブラウザ2.0),2,7.2Mbps,カラー262144色,Y,Y,Y,N,N,N,HSDPA/WCDMA,E,810万画素,33万画素,Y,Java,Star-1.1,2048K,microSD HC,128,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (P07A3;FOMA;like Gecko),2M,Flash Lite 3.1,512000,Y,Y,Y,2M,Y,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,Y,N,2009/5/22
DoCoMo,P-08A,Panasonic, ,2009/6/25,FOMA A,iモード対応HTML/iモード対応XHTML(iモードブラウザ2.0),2,7.2Mbps,カラー262144色,Y,Y,Y,N,N,N,HSDPA/WCDMA,E,810万画素,33万画素,Y,Java,Star-1.1,2048K,microSD HC,128,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (P08A3;FOMA;like Gecko),2M,Flash Lite 3.1,512000,Y,Y,Y,2M,Y,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2009/6/25
DoCoMo,P-09A,Panasonic,,2009/6/19,FOMA A,iモード対応HTML/iモード対応XHTML(iモードブラウザ2.0),2,7.2Mbps,カラー262144色,Y,Y,Y,N,N,N,HSDPA/WCDMA,E,320万画素,,Y,Java,Star-1.1,2048K,microSD HC,128,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,3gp,NetFront,Mozilla/5.0 (P09A3;FOMA;like Gecko),2M,Flash Lite 3.1,512000,Y,Y,Y,2M,Y,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,N,N,2009/6/19
DoCoMo,P-10A,Panasonic,,2009/6/12,FOMA A,iモード対応HTML7.2/iモード対応XHTML2.3,2,7.2Mbps,カラー262144色,Y,Y,N,N,N,N,HSDPA/WCDMA,E,320万画素,,Y,Java,DoJa5.1,1024K,microSD HC,128,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,3gp,NetFront,Mozilla/5.0 (P10A;FOMA;like Gecko),2M,Flash Lite 3.1,102400,Y,Y,N,2M,N,Y,Y,256,256,256,Y,100,Y,Y,2M,Y,Y,N,Y,N,2009/6/12
DoCoMo,P2002,Panasonic,,2002/6/13,FOMA2002,iモード対応HTML3.0,2,384Kbps,カラー65536色,Y,Y,N,N,N,N,WCDMA,E,,,Y,Java,DoJa1.0,30K,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,10K,0,102400,N,N,N,-,N,Y,N,256,96,256,N,15,Y,Y,10K,N,N,N,N,N,2007/10/12
DoCoMo,P209i,Panasonic,,2000/6/13,209i,iモード対応HTML2.0,1,9.6Kbps,白黒4階調,Y,N,N,N,N,N,PDC,-,,,N,,,,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,N,N,256,96,256,N,15,N,N,0,N,N,N,N,N,2007/5/8
DoCoMo,P209iS,Panasonic,,2000/8/12,209i,iモード対応HTML2.0,1,9.6Kbps,カラー256色,Y,N,N,N,N,N,PDC,-,,,N,,,,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,N,N,256,96,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P2101V,Panasonic,,2001/10/1,FOMA2101V,iモード対応HTML3.0,2,384Kbps,カラー262144色,Y,Y,N,N,N,N,WCDMA,E,11万画素,,Y,Java,DoJa1.0,30K,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,10K,0,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,10K,N,N,N,N,N,2007/10/12
DoCoMo,P2102V,Panasonic,,2003/3/15,FOMA2102V,iモード対応HTML4.0/iモード対応XHTML1.0,2,384Kbps,カラー262144色,Y,Y,N,N,N,N,WCDMA,E,31万画素,10万画素,Y,Java,DoJa2.1,30K,SD,40,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,3gp,,,100K,0,102400,N,Y,N,-,N,Y,N,256,256,256,N,15,Y,Y,100K,N,N,N,N,N,2007/5/8
DoCoMo,P210i,Panasonic,,2001/5/29,210i,iモード対応HTML2.0,1,9.6Kbps,カラー256色,Y,N,N,N,N,N,PDC,-,,,N,,,,,16,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,N,N,256,96,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P211i,Panasonic,,2002/1/7,211i,iモード対応HTML3.0,1,9.6Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,,,N,,,,,32,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P211iS,Panasonic,,2003/4/4,211i,iモード対応HTML3.0,1,9.6Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,,,N,,,,,32,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P213i,Panasonic,prosolid,2004/12/3,213i,iモード対応HTML5.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,,,N,,,,,48,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P251iS,Panasonic,,2003/1/24,251i,iモード対応HTML4.0,1,9.6Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,31万画素,,N,,,,,32,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P252i,Panasonic,,2003/10/28,252i,iモード対応HTML5.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,31万画素,,N,,,,miniSD,48,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P252iS,Panasonic,,2004/4/16,252i,iモード対応HTML5.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,31万画素,,N,,,,miniSD,48,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P253i,Panasonic,,2004/11/16,253i,iモード対応HTML5.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,31万画素,,N,,,,miniSD,48,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P253iS,Panasonic,Lechiffon,2005/2/4,253i,iモード対応HTML5.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,31万画素,,N,,,,,48,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P501i,Panasonic,,1999/5/18,501i,iモード対応HTML1.0,1,9.6Kbps,白黒2階調,Y,N,N,N,N,N,PDC,-,,,N,,,,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,0,0,5120,N,N,N,-,N,N,N,256,256,256,N,15,N,N,0,N,N,N,N,N,2007/5/8
DoCoMo,P502i,Panasonic,,2000/2/26,502i,iモード対応HTML2.0,1,9.6Kbps,白黒4階調,Y,N,N,N,N,N,PDC,-,,,N,,,,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,N,N,256,256,256,N,15,N,N,0,N,N,N,N,N,2007/5/8
DoCoMo,P503i,Panasonic,,2001/1/26,503i,iモード対応HTML3.0,1,9.6Kbps,カラー256色,Y,N,N,N,N,N,PDC,E,,,Y,Java,DoJa1.0,10K,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P503iS,Panasonic,,2001/5/11,503i,iモード対応HTML3.0,1,9.6Kbps,カラー256色,Y,Y,N,N,N,N,PDC,E,,,Y,Java,DoJa1.0,10K,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P504i,Panasonic,,2002/6/5,504i,iモード対応HTML4.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,,,Y,Java,DoJa2.0,30K,,32,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
DoCoMo,P504iS,Panasonic,,2002/11/12,504i,iモード対応HTML4.0,1,28.8Kbps,カラー65536色,Y,Y,N,N,N,N,PDC,E,11万画素,11万画素,Y,Java,DoJa2.0,30K,,32,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,,,,0,0,10240,N,N,N,-,N,Y,N,256,256,256,N,15,Y,Y,0,N,N,N,N,N,2007/5/8
