キャリア,機種名,メーカー,ニックネーム,発売日,シリーズ,マークアップ言語,ブラウザバージョン,通信速度,画像階調,GIF,JPEG,PNG,BMP2,BMP4,MNG,通信方式,SSL対応,カメラの画素数,第二カメラの画素数,アプリケーション対応,アプリケーション種類,アプリケーションバージョン,アプリケーション最大容量,外部メモリースロットとメディアの種類,和音数,着うた対応,着うたフル対応,着ムービー対応,QR対応,Felica対応,Bluetooth対応,FLASH対応,ルートCA証明書VeriSign,ルートCA証明書Entrust,ルートCA証明書Cyber Trust,ルートCA証明書Geotrust,ルートCA証明書RSA Security,QVGA画面,フルブラウザ対応,赤外線対応,添付ファイルビューアー対応,GPS対応,MOVIE形式,フルブラウザバージョン,フルブラウザUSER-AGENT,添付受信サイズ,Flashバージョン,キャッシュ容量,ワンセグ対応,テレビ電話対応,office文書WebDL,officeファイル表示可能サイズ,Cookie,機体番号送信,モバイルSuica,メールURL長,BookMarkURL長,ブラウザURL長,プッシュ型情報配信,メール件名文字数,アニメーションGIF,透過GIF,添付送信サイズ,HTMLメール,きせかえツール,タッチパネル,横画面用待受設定,横画面ブラウザ対応,最終更新日
au,A1011ST,SANYO,,2002/4/1,A1000,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdma2000_1x,L,,,N,,,,,16,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,256,256,256,N,50,N,N,100K,N,N,N,N,N,2007/5/8
au,A1012K,KYOCERA,,2002/4/1,A1000,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdma2000_1x,L,,,N,,,,,40,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,256,256,256,N,50,N,N,100K,N,N,N,N,N,2007/5/8
au,A1012KII,KYOCERA,,2002/9/25,A1000,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdma2000_1x,L,,,N,,,,,40,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,256,256,256,N,50,N,N,100K,N,N,N,N,N,2007/5/8
au,A1013K,KYOCERA,,2002/9/6,A1000,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdma2000_1x,L,11万画素,,N,,,,,40,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,256,256,256,N,50,N,N,100K,N,N,N,N,N,2007/5/8
au,A1014ST,SANYO,,2002/9/20,A1000,HDML,3,14.4Kbps,カラー65536色,N,Y,Y,Y,N,N,cdma2000_1x,L,11万画素,,N,,,,,40,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,,,,100K,0,8220,N,N,N,-,S,Y,N,256,256,256,N,50,N,N,100K,N,N,N,N,N,2007/5/8
au,A1101S,SonyEricsson,,2002/11/1,A1100,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,N,,,,,40,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/10/12
au,A1301S,SonyEricsson,,2003/3/21,A1300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,N,,,,,40,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1302SA,SANYO,,2003/3/21,A1300,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,11万画素,,N,,,,,40,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/10/12
au,A1303SA,SANYO,,2003/8/14,A1300,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,N,,,,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1304T,TOSHIBA,,2003/7/30,A1300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1304TII,TOSHIBA,,2004/1/23,A1300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1304Tカメラ無し,TOSHIBA,,2003/7/30,A1300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1305SA,SANYO,,2004/6/26,A1300,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,N,,,,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1401K,KYOCERA,,2003/8/9,A1400,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,33万画素,,N,,,,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1402S,SonyEricsson,,2004/3/6,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,34万画素,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,3g2/amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1402SII,SonyEricsson,,2004/9/9,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,34万画素,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,3g2/amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1402SIIカメラ無し,SonyEricsson,,2004/10/7,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,3g2/amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1403K,KYOCERA,,2004/10/28,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,32万画素,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2006/11/9
au,A1404S,SonyEricsson,,2005/1/28,A1400,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,32万画素,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/8
au,A1404SII,SonyEricsson,,2005/7/1,A1400,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,32万画素,,Y,BREW,BREW2.1,300K,,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/8
au,A1405PT,PANTECH,,2005/12/10,A1400,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,33万画素,,N,,,,,64,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,3g2,,,300K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,300K,N,N,N,N,N,2007/5/8
au,A1406PT,PANTECH,,2006/9/15,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,135万画素,,N,,,,,64,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,3g2,,,300K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,300K,N,N,N,N,N,2006/9/29
au,A1407PT,PANTECH,,2007/11/12,A1400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,135万画素,,N,,,,,64,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,3g2,,,300K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,300K,N,N,N,N,N,2007/11/13
au,A3011SA,SANYO,,2002/4/1,A3000,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,Y,Java,Phase2,50K,,16,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A3012CA,CASIO,,2002/4/1,A3000,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,Java,Phase2,50K,,40,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A3013T,TOSHIBA,,2002/4/27,A3000,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,Y,Java,Phase2,50K,,16,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A3014S,SonyEricsson,,2002/6/13,A3000,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,Y,Java,Phase2,50K,,40,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A3015SA,SANYO,,2002/9/20,A3000,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,11万画素,,Y,Java,Phase2.5(Phrase機能のみ対応),50K,,40,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,,,,100K,0,10240,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5301T,TOSHIBA,,2002/9/26,A5300,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,Java,Phase2.5,50K,SD,40,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5302CA,CASIO,,2002/11/29,A5300,XHTML_Basic,6,144Kbps,カラー1568万色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,Java,Phase2.5,50K,,40,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5303H,HITACHI,,2002/12/18,A5300,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,34万画素,,Y,Java,Phase2.5,50K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5303HII,HITACHI,,2003/3/6,A5300,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,34万画素,,Y,Java,Phase2.5,50K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5304T,TOSHIBA,,2003/2/21,A5300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5305K,KYOCERA,,2003/5/16,A5300,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,33万画素,,Y,Java,Phase2.5,50K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5306ST,SANYO,,2003/7/17,A5300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5307ST,SANYO,INFOBAR,2003/10/31,A5300,XHTML_Basic,6,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5401CA,CASIO,,2003/5/30,A5400,XHTML_Basic,6.2,144Kbps,カラー1568万色,Y,Y,Y,Y,N,N,cdma2000_1x,E,124万画素,,Y,Java,Phase2.5,50K,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5401CAII,CASIO,,2003/10/31,A5400,XHTML_Basic,6.2,144Kbps,カラー1568万色,Y,Y,Y,Y,N,N,cdma2000_1x,E,124万画素,,Y,Java,Phase2.5,50K,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5402S,SonyEricsson,,2003/6/27,A5400,XHTML_Basic,6,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,34万画素,,Y,Java,Phase2.5,50K,,40,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5403CA,CASIO,,2003/12/20,A5400,XHTML_Basic,6.2,144Kbps,カラー1568万色,Y,Y,Y,Y,N,N,cdma2000_1x,E,200万画素,,Y,Java,Phase3,150K,miniSD,64,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5404S,SonyEricsson,,2003/11/29,A5400,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,Java,Phase2.5,50K,メモリースティックPRO Duo,64,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/17
au,A5405SA,SANYO,,2004/3/11,A5400,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.0,200K,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,amc,,,100K,0,33500,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5406CA,CASIO,,2004/6/30,A5400,XHTML_Basic,6.2,144Kbps,カラー1568万色,Y,Y,Y,Y,N,N,cdma2000_1x,E,320万画素,,Y,Java,Phase3,150K,miniSD,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5407CA,CASIO,,2004/6/25,A5400,XHTML_Basic,6.2,144Kbps,カラー1568万色,Y,Y,Y,Y,N,N,cdma2000_1x,E,200万画素,,Y,Java,Phase3,150K,miniSD,64,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5501T,TOSHIBA,,2003/10/24,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,100万画素,,Y,BREW,BREW2.1,300K,miniSD,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5502K,KYOCERA,,2004/2/7,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,100万画素,11万画素,Y,BREW,BREW2.1,300K,miniSD,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2/amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5503SA,SANYO,,2003/12/12,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,31万画素,,Y,BREW,BREW2.1,300K,,40,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5504T,TOSHIBA,,2004/4/17,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,100万画素,,Y,BREW,BREW2.1,300K,miniSD,40,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,amc,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5505SA,SANYO,,2004/5/22,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,100万画素,,Y,BREW,BREW2.1,300K,miniSD,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5506T,TOSHIBA,,2004/6/12,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW2.1,300K,miniSD,64,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2,,,100K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5507SA,SANYO,,2004/12/17,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,33万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2,,,100K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5508SA,SANYO,talby,2004/11/26,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,33万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2,,,100K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5509T,TOSHIBA,,2005/2/11,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,150K,0,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5510SA,SANYO,Sweets,2005/3/19,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,33万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,3g2,,,100K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,100K,N,N,N,N,N,2007/5/16
au,A5511T,TOSHIBA,,2005/6/17,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW2.1,600K,miniSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,280K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,280K,N,N,N,N,N,2007/5/16
au,A5512CA,CASIO,,2005/7/8,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,128万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/5/16
au,A5513CA,CASIO,Gz One TYPE-R,2005/7/23,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,128万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/5/16
au,A5514SA,SANYO,,2005/10/15,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/11/9
au,A5515K,KYOCERA,,2005/11/30,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,323万画素,,Y,BREW,BREW2.1,600K,miniSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/3/1
au,A5516T,TOSHIBA,,2005/10/7,A5500,XHTML_Basic,6.2,144Kbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,280K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,280K,N,N,N,N,N,2007/5/16
au,A5517T,TOSHIBA,,2005/10/28,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,130万画素,,Y,BREW,BREW2.1,600K,,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/3/1
au,A5518SA,SANYO,,2006/2/10,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW2.1,600K,miniSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/8/15
au,A5518SAカメラなし,SANYO,,2006/7/1,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,,,Y,BREW,BREW2.1,600K,miniSD,64,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/8/15
au,A5519SA,SANYO,Sweets pure,2006/2/15,A5500,XHTML_Basic,6.2,144Kbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x,E,131万画素,,Y,BREW,BREW2.1,600K,miniSD,64,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,49152,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/3/1
